"eurovoc_uri"
"http://eurovoc.europa.eu/1372"
"http://eurovoc.europa.eu/2455"
"http://eurovoc.europa.eu/5315"
"http://eurovoc.europa.eu/3544"
"http://eurovoc.europa.eu/6030"
