"eurovoc_uri"
"http://eurovoc.europa.eu/133"
"http://eurovoc.europa.eu/2282"
"http://eurovoc.europa.eu/3468"
"http://eurovoc.europa.eu/4790"
"http://eurovoc.europa.eu/4829"
"http://eurovoc.europa.eu/544"
"http://eurovoc.europa.eu/2026"
"http://eurovoc.europa.eu/2308"
"http://eurovoc.europa.eu/2110"
"http://eurovoc.europa.eu/5229"
