"eurovoc_uri"
"http://eurovoc.europa.eu/1056"
"http://eurovoc.europa.eu/4056"
"http://eurovoc.europa.eu/2308"
"http://eurovoc.europa.eu/5643"
"http://eurovoc.europa.eu/5499"
"http://eurovoc.europa.eu/5856"
"http://eurovoc.europa.eu/450658"
