"eurovoc_uri"
"http://eurovoc.europa.eu/1159"
"http://eurovoc.europa.eu/2455"
"http://eurovoc.europa.eu/5229"
"http://eurovoc.europa.eu/5640"
"http://eurovoc.europa.eu/8284"
